seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.95    	1.03    	0.78    	3.57    	0.15    	1.66    	0.06    	3.72    	video started: C:/Users/CAS.CARISMA/Desktop/VR-Video/resources/stimuli/welcome.mp4	
1.08    	1.05    	0.77    	3.57    	0.15    	1.66    	0.06    	3.77    	-       	
1.13    	1.04    	0.75    	3.57    	0.15    	1.65    	0.07    	3.73    	-       	
1.16    	0.56    	0.39    	2.94    	0.14    	1.65    	0.07    	3.74    	-       	
1.21    	0.13    	0.49    	1.44    	0.14    	1.65    	0.07    	3.57    	-       	
1.25    	0.12    	0.48    	1.44    	0.14    	1.65    	0.07    	3.64    	-       	
1.30    	0.11    	0.46    	1.41    	0.14    	1.64    	0.07    	3.67    	-       	
1.34    	0.09    	0.46    	1.40    	0.14    	1.64    	0.08    	3.50    	-       	
1.39    	0.11    	0.49    	1.44    	0.14    	1.64    	0.08    	3.59    	-       	
1.43    	0.11    	0.49    	1.44    	0.15    	1.64    	0.08    	3.55    	-       	
1.48    	0.11    	0.49    	1.44    	0.15    	1.63    	0.09    	3.53    	-       	
1.52    	0.11    	0.49    	1.44    	0.15    	1.63    	0.09    	3.76    	-       	
1.57    	0.07    	0.46    	1.21    	0.15    	1.63    	0.09    	3.71    	-       	
1.61    	0.05    	0.46    	1.20    	0.15    	1.62    	0.09    	3.73    	-       	
1.66    	0.06    	0.46    	1.17    	0.15    	1.62    	0.10    	3.72    	-       	
1.70    	0.05    	0.46    	1.18    	0.15    	1.62    	0.10    	3.84    	-       	
1.75    	-0.31   	0.45    	1.15    	0.15    	1.62    	0.10    	3.87    	-       	
1.79    	-0.51   	0.47    	1.15    	0.15    	1.62    	0.10    	4.14    	-       	
1.84    	-0.53   	0.46    	1.18    	0.15    	1.62    	0.10    	4.12    	-       	
1.87    	-0.53   	0.46    	1.19    	0.15    	1.62    	0.10    	4.12    	-       	
1.92    	-0.54   	0.46    	1.19    	0.14    	1.62    	0.10    	4.11    	-       	
1.96    	-0.56   	0.46    	1.20    	0.14    	1.62    	0.10    	4.12    	-       	
2.00    	-0.55   	0.46    	1.19    	0.14    	1.62    	0.10    	4.13    	-       	
2.04    	-0.55   	0.46    	1.19    	0.14    	1.62    	0.10    	4.13    	-       	
2.09    	-0.55   	0.46    	1.19    	0.14    	1.62    	0.10    	4.15    	-       	
2.13    	-0.55   	0.47    	1.17    	0.14    	1.62    	0.10    	4.14    	-       	
2.18    	-0.54   	0.47    	1.16    	0.14    	1.62    	0.10    	4.14    	-       	
2.22    	-0.53   	0.47    	1.16    	0.14    	1.62    	0.10    	4.16    	-       	
2.27    	-0.57   	-0.02   	2.71    	0.14    	1.62    	0.10    	4.29    	-       	
2.31    	0.01    	0.73    	3.57    	0.14    	1.62    	0.10    	4.26    	-       	
2.36    	0.02    	0.93    	3.40    	0.14    	1.62    	0.10    	4.50    	-       	
2.40    	0.03    	0.96    	3.40    	0.14    	1.62    	0.10    	4.38    	gaze started: p_4_2	
2.44    	0.00    	0.99    	3.40    	0.14    	1.62    	0.10    	4.22    	-       	
2.47    	-0.01   	0.97    	3.40    	0.14    	1.62    	0.10    	4.07    	-       	
2.52    	-0.11   	0.97    	3.40    	0.14    	1.62    	0.10    	3.92    	-       	
2.56    	-0.04   	1.01    	3.40    	0.14    	1.62    	0.09    	3.86    	-       	
2.60    	-0.05   	1.02    	3.40    	0.14    	1.63    	0.09    	3.73    	-       	
2.64    	-0.10   	0.98    	3.40    	0.14    	1.63    	0.09    	3.62    	-       	
2.68    	-0.05   	1.22    	3.40    	0.14    	1.63    	0.09    	3.58    	gaze fixated: p_4_2	
2.72    	-0.07   	1.55    	3.40    	0.14    	1.63    	0.09    	3.54    	-       	
2.77    	-0.06   	1.55    	3.40    	0.14    	1.64    	0.09    	3.49    	gaze started: p_3_2	
2.81    	-0.06   	1.55    	3.40    	0.14    	1.64    	0.08    	3.41    	-       	
2.85    	-0.04   	1.56    	3.40    	0.14    	1.64    	0.08    	3.44    	-       	
2.88    	-0.01   	1.57    	3.40    	0.14    	1.64    	0.08    	3.49    	-       	
2.92    	-0.08   	1.55    	3.40    	0.14    	1.65    	0.08    	3.47    	-       	
2.96    	-0.11   	1.53    	3.40    	0.15    	1.65    	0.07    	3.42    	-       	
3.00    	0.01    	1.54    	3.40    	0.14    	1.65    	0.07    	3.45    	-       	
3.04    	0.04    	1.99    	3.40    	0.15    	1.65    	0.07    	3.53    	gaze fixated: p_3_2	
3.08    	0.02    	2.01    	3.40    	0.15    	1.65    	0.07    	3.54    	gaze started: p_2_2	
3.12    	0.01    	1.98    	3.40    	0.15    	1.65    	0.07    	3.50    	-       	
3.17    	0.01    	1.95    	3.40    	0.14    	1.65    	0.07    	3.48    	-       	
3.21    	-0.01   	1.94    	3.40    	0.14    	1.65    	0.06    	3.50    	-       	
3.26    	-0.05   	1.93    	3.40    	0.14    	1.65    	0.06    	3.47    	-       	
3.30    	-0.05   	1.92    	3.40    	0.14    	1.65    	0.06    	3.47    	-       	
3.34    	-0.05   	1.92    	3.40    	0.14    	1.65    	0.06    	3.46    	gaze fixated: p_2_2	
3.37    	-0.02   	1.89    	3.40    	0.14    	1.65    	0.07    	3.45    	-       	
3.41    	-0.02   	1.89    	3.40    	0.14    	1.65    	0.07    	3.46    	-       	
3.45    	-0.15   	2.24    	3.40    	0.14    	1.65    	0.07    	3.52    	-       	
3.49    	-0.17   	2.28    	3.46    	0.14    	1.65    	0.07    	3.51    	-       	
3.53    	-0.14   	2.27    	3.40    	0.14    	1.65    	0.07    	3.49    	gaze ended: p_2_2	
3.57    	-0.14   	2.29    	3.40    	0.14    	1.65    	0.07    	3.48    	gaze started: p_1_2	
3.61    	-0.14   	2.29    	3.40    	0.14    	1.65    	0.07    	3.47    	-       	
3.66    	-0.16   	2.28    	3.46    	0.14    	1.65    	0.07    	3.43    	-       	
3.69    	1.05    	0.82    	-0.94   	0.14    	1.65    	0.07    	0.00    	-       	
3.73    	1.05    	0.82    	-0.93   	0.14    	1.65    	0.07    	0.00    	-       	
3.78    	1.05    	0.82    	-0.93   	0.14    	1.65    	0.07    	0.00    	-       	
3.82    	0.09    	2.06    	3.40    	0.14    	1.65    	0.07    	3.46    	-       	
3.86    	0.09    	2.06    	3.40    	0.14    	1.65    	0.07    	3.53    	gaze started: p_2_2	
3.90    	0.16    	2.06    	3.40    	0.14    	1.65    	0.07    	3.53    	-       	
3.94    	0.31    	1.75    	3.40    	0.14    	1.65    	0.07    	3.64    	gaze started: p_2_3	
3.99    	0.32    	1.77    	3.40    	0.14    	1.65    	0.07    	3.69    	gaze started: p_3_3	
4.03    	0.19    	1.77    	3.40    	0.14    	1.65    	0.07    	3.69    	-       	
4.07    	0.19    	1.77    	3.40    	0.14    	1.65    	0.07    	3.70    	-       	
4.11    	0.18    	1.78    	3.40    	0.14    	1.65    	0.07    	3.73    	-       	
4.16    	0.28    	1.77    	3.40    	0.15    	1.65    	0.07    	3.82    	-       	
4.20    	0.44    	1.44    	3.40    	0.15    	1.65    	0.07    	3.96    	-       	
4.24    	0.46    	1.47    	3.40    	0.15    	1.65    	0.07    	3.97    	gaze fixated: p_3_3	
4.27    	0.45    	1.46    	3.40    	0.15    	1.65    	0.07    	3.97    	-       	
4.31    	0.60    	1.43    	3.40    	0.15    	1.65    	0.07    	3.97    	-       	
4.36    	0.53    	1.44    	3.40    	0.15    	1.65    	0.07    	3.97    	-       	
4.40    	0.53    	1.43    	3.40    	0.15    	1.65    	0.07    	3.99    	-       	
4.44    	0.63    	1.42    	3.40    	0.15    	1.65    	0.07    	4.02    	-       	
4.48    	1.04    	0.82    	-0.93   	0.15    	1.65    	0.07    	0.00    	-       	
4.52    	1.04    	0.82    	-0.93   	0.15    	1.65    	0.07    	0.00    	gaze ended: p_3_3	
4.56    	1.04    	0.82    	-0.93   	0.15    	1.65    	0.07    	0.00    	-       	
4.60    	0.32    	1.47    	3.40    	0.15    	1.65    	0.07    	3.76    	-       	
4.64    	0.34    	1.51    	3.40    	0.15    	1.65    	0.07    	3.88    	gaze started: p_3_3	
4.67    	0.35    	1.50    	3.40    	0.15    	1.65    	0.07    	3.90    	-       	
4.71    	0.17    	1.50    	3.40    	0.15    	1.65    	0.07    	3.95    	-       	
4.75    	0.16    	1.50    	3.40    	0.15    	1.65    	0.07    	3.95    	-       	
4.79    	0.21    	1.50    	3.40    	0.15    	1.65    	0.07    	3.94    	-       	
4.83    	0.17    	1.51    	3.40    	0.15    	1.65    	0.07    	3.94    	-       	
4.87    	0.24    	1.50    	3.40    	0.15    	1.65    	0.07    	4.01    	-       	
4.91    	0.29    	1.50    	3.40    	0.15    	1.65    	0.07    	4.03    	gaze fixated: p_3_3	
4.95    	0.02    	2.16    	3.40    	0.15    	1.65    	0.07    	4.13    	-       	
4.98    	-0.02   	2.14    	3.40    	0.15    	1.65    	0.07    	4.14    	gaze started: p_2_2	
5.02    	0.02    	2.14    	3.40    	0.15    	1.65    	0.07    	4.08    	-       	
5.06    	0.01    	2.14    	3.40    	0.15    	1.65    	0.07    	4.06    	-       	
5.10    	0.00    	2.14    	3.40    	0.15    	1.65    	0.07    	4.01    	-       	
5.14    	0.00    	2.14    	3.40    	0.15    	1.65    	0.07    	3.97    	-       	
5.18    	-0.00   	2.14    	3.40    	0.15    	1.65    	0.07    	3.94    	-       	
5.22    	-0.01   	2.14    	3.40    	0.15    	1.65    	0.07    	3.90    	-       	
5.27    	-0.01   	2.14    	3.40    	0.15    	1.65    	0.07    	3.88    	gaze fixated: p_2_2	
5.31    	0.07    	2.00    	3.40    	0.15    	1.65    	0.07    	3.89    	-       	
5.35    	0.00    	1.89    	3.40    	0.15    	1.65    	0.07    	3.92    	-       	
5.39    	0.22    	1.90    	3.40    	0.15    	1.65    	0.07    	3.91    	-       	
5.44    	0.14    	1.90    	3.46    	0.15    	1.65    	0.07    	3.89    	gaze started: p_2_3	
5.47    	-0.02   	1.76    	3.40    	0.15    	1.65    	0.07    	3.78    	-       	
5.51    	1.03    	0.82    	-0.92   	0.15    	1.65    	0.07    	0.00    	gaze started: p_3_2	
5.55    	1.03    	0.82    	-0.92   	0.15    	1.65    	0.07    	0.00    	-       	
5.59    	1.03    	0.82    	-0.91   	0.15    	1.65    	0.07    	0.00    	-       	
5.63    	0.26    	1.87    	3.40    	0.15    	1.65    	0.07    	3.63    	-       	
5.67    	0.26    	1.89    	3.40    	0.15    	1.65    	0.07    	3.77    	gaze started: p_2_3	
5.71    	0.28    	1.89    	3.40    	0.15    	1.65    	0.07    	3.80    	-       	
5.75    	0.24    	1.91    	3.40    	0.15    	1.65    	0.07    	3.76    	-       	
5.79    	0.26    	1.91    	3.40    	0.15    	1.65    	0.07    	3.79    	-       	
5.83    	0.24    	1.90    	3.40    	0.15    	1.65    	0.07    	3.79    	-       	
5.87    	0.17    	1.91    	3.40    	0.15    	1.65    	0.07    	3.80    	-       	
5.91    	0.16    	1.87    	3.40    	0.15    	1.65    	0.07    	3.77    	-       	
5.96    	1.02    	0.82    	-0.91   	0.15    	1.65    	0.07    	0.00    	gaze fixated: p_2_3	
6.00    	1.02    	0.82    	-0.91   	0.15    	1.65    	0.07    	0.00    	gaze ended: p_2_3	
6.04    	1.02    	0.82    	-0.90   	0.15    	1.65    	0.07    	0.00    	-       	
6.08    	1.02    	0.82    	-0.89   	0.15    	1.65    	0.07    	0.00    	-       	
6.11    	0.27    	1.84    	3.40    	0.15    	1.66    	0.07    	3.73    	-       	
6.16    	0.23    	1.90    	3.40    	0.15    	1.66    	0.06    	3.89    	gaze started: p_2_3	
6.19    	0.26    	1.91    	3.40    	0.15    	1.66    	0.06    	3.88    	-       	
6.24    	0.16    	1.92    	3.40    	0.15    	1.66    	0.06    	3.85    	-       	
6.27    	0.19    	1.92    	3.40    	0.15    	1.66    	0.06    	3.89    	-       	
6.31    	0.19    	1.96    	3.40    	0.15    	1.66    	0.06    	3.90    	-       	
6.35    	0.17    	1.93    	3.40    	0.15    	1.66    	0.06    	3.92    	-       	
6.40    	0.26    	1.90    	3.40    	0.15    	1.66    	0.06    	3.93    	-       	
6.44    	0.26    	1.89    	3.40    	0.15    	1.66    	0.06    	4.01    	gaze fixated: p_2_3	
6.48    	0.28    	1.91    	3.40    	0.15    	1.66    	0.05    	4.03    	-       	
6.52    	0.19    	1.89    	3.40    	0.15    	1.66    	0.05    	4.02    	-       	
6.56    	0.15    	1.89    	3.40    	0.15    	1.66    	0.05    	4.02    	-       	
6.59    	0.16    	1.88    	3.40    	0.15    	1.66    	0.05    	4.00    	-       	
6.64    	0.29    	1.85    	3.40    	0.15    	1.66    	0.05    	3.95    	-       	
6.67    	0.28    	1.84    	3.40    	0.15    	1.66    	0.05    	3.93    	-       	
6.71    	0.23    	1.83    	3.40    	0.15    	1.66    	0.05    	3.89    	-       	
6.75    	0.16    	1.82    	3.40    	0.15    	1.66    	0.05    	3.87    	-       	
6.80    	0.16    	1.82    	3.40    	0.15    	1.66    	0.05    	3.83    	-       	
6.84    	0.18    	1.82    	3.40    	0.15    	1.66    	0.05    	3.81    	-       	
6.88    	0.17    	1.82    	3.40    	0.15    	1.66    	0.05    	3.81    	-       	
6.92    	0.15    	1.81    	3.46    	0.15    	1.66    	0.05    	3.80    	-       	
6.96    	0.16    	1.81    	3.40    	0.15    	1.66    	0.05    	3.80    	gaze ended: p_2_3	
7.00    	0.15    	1.83    	3.40    	0.15    	1.66    	0.05    	3.82    	gaze started: p_2_3	
7.04    	0.26    	1.83    	3.40    	0.15    	1.66    	0.05    	3.85    	-       	
7.07    	0.92    	0.84    	-0.76   	0.15    	1.66    	0.05    	0.00    	-       	
7.11    	0.92    	0.84    	-0.76   	0.15    	1.66    	0.05    	0.00    	-       	
7.15    	0.92    	0.84    	-0.76   	0.15    	1.66    	0.05    	0.00    	-       	
7.20    	0.92    	0.84    	-0.76   	0.15    	1.66    	0.05    	0.00    	-       	
7.24    	0.23    	1.82    	3.40    	0.15    	1.66    	0.05    	3.87    	-       	
7.28    	0.26    	1.83    	3.40    	0.15    	1.66    	0.05    	3.94    	gaze started: p_2_3	
7.32    	0.24    	1.86    	3.40    	0.15    	1.66    	0.05    	4.03    	-       	
7.36    	0.13    	1.84    	3.40    	0.15    	1.66    	0.05    	4.03    	-       	
7.40    	0.17    	1.83    	3.40    	0.15    	1.66    	0.05    	4.06    	gaze started: p_2_2	
7.44    	0.25    	1.83    	3.40    	0.15    	1.66    	0.05    	4.07    	gaze started: p_2_3	
7.47    	0.24    	1.83    	3.40    	0.15    	1.66    	0.05    	4.08    	-       	
7.51    	0.23    	1.84    	3.40    	0.15    	1.66    	0.05    	4.12    	-       	
7.55    	0.23    	1.84    	3.40    	0.15    	1.66    	0.05    	4.12    	-       	
7.59    	0.21    	1.83    	3.40    	0.15    	1.66    	0.06    	4.16    	-       	
7.63    	0.15    	1.83    	3.40    	0.15    	1.66    	0.06    	4.17    	-       	
7.67    	0.18    	1.83    	3.40    	0.15    	1.66    	0.06    	4.15    	-       	
7.71    	0.20    	1.83    	3.40    	0.15    	1.66    	0.06    	4.12    	gaze fixated: p_2_3	
7.75    	0.21    	1.85    	3.40    	0.15    	1.66    	0.06    	4.10    	-       	
7.80    	0.23    	1.85    	3.40    	0.15    	1.66    	0.06    	4.08    	-       	
7.84    	0.26    	1.84    	3.40    	0.15    	1.66    	0.06    	4.05    	-       	
7.87    	0.16    	1.83    	3.40    	0.15    	1.66    	0.06    	4.04    	-       	
7.91    	0.16    	1.83    	3.40    	0.15    	1.66    	0.06    	4.02    	-       	
7.95    	0.16    	1.84    	3.40    	0.15    	1.66    	0.06    	4.01    	-       	
7.99    	0.16    	1.84    	3.40    	0.15    	1.66    	0.06    	4.00    	-       	
8.03    	0.17    	1.84    	3.40    	0.15    	1.66    	0.06    	3.98    	-       	
8.08    	0.16    	1.83    	3.40    	0.15    	1.66    	0.06    	3.97    	-       	
8.12    	0.27    	1.83    	3.40    	0.15    	1.66    	0.06    	3.91    	-       	
8.16    	0.93    	0.84    	-0.79   	0.15    	1.66    	0.06    	0.00    	-       	
8.19    	0.94    	0.84    	-0.80   	0.15    	1.66    	0.06    	0.00    	gaze ended: p_2_3	
8.24    	0.94    	0.84    	-0.80   	0.15    	1.66    	0.06    	0.00    	-       	
8.27    	0.94    	0.84    	-0.80   	0.15    	1.66    	0.06    	0.00    	-       	
8.32    	0.27    	1.82    	3.40    	0.15    	1.66    	0.06    	4.04    	-       	
8.36    	0.25    	1.80    	3.46    	0.15    	1.66    	0.06    	3.99    	gaze started: p_2_3	
8.40    	0.15    	1.81    	3.46    	0.15    	1.66    	0.06    	4.06    	-       	
8.44    	0.16    	1.81    	3.40    	0.15    	1.66    	0.06    	4.06    	-       	
8.48    	0.19    	1.82    	3.40    	0.15    	1.66    	0.06    	4.10    	gaze started: p_2_3	
8.52    	0.18    	1.83    	3.40    	0.15    	1.66    	0.05    	4.10    	-       	
8.56    	0.25    	1.88    	3.40    	0.15    	1.66    	0.05    	4.07    	-       	
8.59    	0.26    	1.90    	3.40    	0.15    	1.66    	0.05    	4.03    	-       	
8.64    	0.13    	1.90    	3.46    	0.15    	1.66    	0.05    	3.99    	-       	
8.67    	0.14    	1.91    	3.46    	0.15    	1.66    	0.05    	3.96    	-       	
8.71    	0.14    	1.89    	3.46    	0.15    	1.66    	0.05    	3.89    	-       	
8.75    	0.15    	1.89    	3.40    	0.15    	1.66    	0.05    	3.86    	-       	
8.80    	0.17    	1.90    	3.40    	0.15    	1.66    	0.05    	3.79    	gaze started: p_2_3	
8.84    	0.24    	1.86    	3.40    	0.15    	1.66    	0.05    	3.57    	-       	
8.88    	0.94    	0.84    	-0.73   	0.15    	1.66    	0.05    	0.00    	-       	
8.92    	0.94    	0.84    	-0.72   	0.15    	1.66    	0.05    	0.00    	-       	
8.96    	0.93    	0.84    	-0.72   	0.15    	1.66    	0.05    	0.00    	-       	
8.99    	0.93    	0.84    	-0.71   	0.15    	1.66    	0.05    	0.00    	-       	
9.04    	0.24    	1.86    	3.40    	0.15    	1.67    	0.05    	3.46    	-       	
9.07    	0.22    	1.88    	3.40    	0.15    	1.67    	0.05    	3.45    	gaze started: p_2_3	
9.11    	0.19    	1.86    	3.40    	0.15    	1.67    	0.05    	3.49    	-       	
9.15    	0.07    	1.90    	3.40    	0.15    	1.67    	0.05    	3.48    	-       	
9.19    	0.04    	1.90    	3.40    	0.15    	1.67    	0.05    	3.52    	gaze started: p_2_2	
9.23    	0.13    	1.89    	3.40    	0.15    	1.67    	0.05    	3.51    	-       	
9.27    	0.13    	1.90    	3.40    	0.15    	1.67    	0.05    	3.52    	-       	
9.31    	0.15    	1.89    	3.40    	0.15    	1.67    	0.05    	3.54    	-       	
9.36    	0.16    	1.89    	3.40    	0.15    	1.67    	0.05    	3.56    	gaze started: p_2_3	
9.40    	0.11    	1.87    	3.40    	0.15    	1.67    	0.05    	3.56    	-       	
9.45    	0.12    	1.86    	3.40    	0.15    	1.67    	0.05    	3.56    	gaze started: p_2_2	
9.49    	0.13    	1.86    	3.40    	0.15    	1.67    	0.05    	3.55    	-       	
9.54    	0.12    	1.85    	3.40    	0.15    	1.67    	0.05    	3.53    	-       	
9.57    	0.12    	1.85    	3.40    	0.15    	1.67    	0.05    	3.53    	-       	
9.62    	0.12    	1.85    	3.40    	0.15    	1.67    	0.05    	3.52    	-       	
9.66    	0.21    	1.83    	3.40    	0.14    	1.67    	0.05    	3.52    	-       	
9.70    	0.22    	1.82    	3.40    	0.14    	1.67    	0.05    	3.54    	gaze started: p_2_3	
9.74    	0.15    	1.83    	3.40    	0.14    	1.67    	0.05    	3.55    	-       	
9.78    	0.16    	1.83    	3.40    	0.14    	1.67    	0.05    	3.59    	-       	
9.82    	0.16    	1.84    	3.40    	0.15    	1.67    	0.05    	3.61    	-       	
9.86    	0.14    	1.84    	3.40    	0.15    	1.67    	0.05    	3.67    	-       	
9.90    	0.15    	1.83    	3.40    	0.15    	1.67    	0.05    	3.72    	-       	
9.94    	0.17    	1.83    	3.40    	0.15    	1.67    	0.05    	3.78    	-       	
9.97    	0.16    	1.83    	3.40    	0.15    	1.67    	0.05    	3.80    	gaze fixated: p_2_3	
10.01   	0.22    	1.23    	3.40    	0.15    	1.67    	0.05    	3.97    	-       	
10.05   	0.23    	1.01    	3.40    	0.15    	1.67    	0.05    	3.96    	gaze started: p_4_3	
10.09   	0.34    	0.94    	3.40    	0.15    	1.67    	0.05    	3.92    	-       	
10.13   	0.36    	0.94    	3.40    	0.15    	1.67    	0.05    	3.93    	-       	
10.17   	0.35    	0.94    	3.40    	0.15    	1.67    	0.05    	3.97    	-       	
10.21   	0.35    	0.94    	3.40    	0.15    	1.67    	0.05    	4.01    	-       	
10.25   	-0.24   	0.46    	2.94    	0.15    	1.67    	0.05    	3.95    	-       	
10.28   	-0.23   	0.48    	2.94    	0.15    	1.67    	0.05    	4.00    	-       	
10.33   	-0.26   	0.49    	2.93    	0.15    	1.67    	0.05    	4.01    	-       	
10.36   	-0.25   	0.49    	2.93    	0.15    	1.67    	0.05    	3.98    	-       	
10.41   	0.22    	1.64    	3.40    	0.15    	1.67    	0.05    	4.34    	-       	
10.45   	0.28    	1.82    	3.40    	0.15    	1.67    	0.05    	4.30    	gaze started: p_3_3	
10.50   	0.21    	1.85    	3.40    	0.15    	1.67    	0.05    	4.35    	gaze started: p_2_3	
10.54   	0.22    	1.89    	3.40    	0.15    	1.66    	0.05    	4.33    	-       	
10.59   	0.48    	2.18    	3.40    	0.15    	1.66    	0.05    	4.29    	-       	
10.63   	0.45    	2.19    	3.40    	0.15    	1.66    	0.05    	4.31    	-       	
10.68   	0.51    	2.21    	3.40    	0.15    	1.66    	0.05    	4.31    	-       	
10.72   	0.46    	2.19    	3.40    	0.15    	1.66    	0.05    	4.28    	-       	
10.76   	0.44    	2.19    	3.40    	0.15    	1.66    	0.05    	4.27    	gaze fixated: p_2_3	
10.79   	0.45    	2.20    	3.40    	0.15    	1.66    	0.05    	4.23    	-       	
10.84   	0.45    	2.21    	3.40    	0.15    	1.66    	0.05    	4.21    	-       	
10.87   	0.45    	2.21    	3.40    	0.15    	1.66    	0.05    	4.22    	-       	
10.91   	0.45    	2.22    	3.40    	0.15    	1.66    	0.05    	4.23    	-       	
10.96   	0.53    	2.22    	3.40    	0.15    	1.66    	0.05    	4.25    	-       	
11.00   	0.91    	0.84    	-0.70   	0.15    	1.67    	0.05    	0.00    	-       	
11.04   	0.90    	0.84    	-0.70   	0.15    	1.67    	0.05    	0.00    	gaze ended: p_2_3	
11.08   	0.89    	0.84    	-0.69   	0.15    	1.67    	0.05    	0.00    	-       	
11.12   	0.56    	2.22    	3.40    	0.15    	1.67    	0.05    	3.95    	-       	
11.16   	0.51    	2.24    	3.40    	0.15    	1.67    	0.05    	3.97    	gaze started: p_2_3	
11.19   	0.54    	2.27    	3.46    	0.15    	1.67    	0.05    	3.92    	-       	
11.24   	0.50    	2.26    	3.40    	0.15    	1.67    	0.05    	3.92    	-       	
11.27   	0.43    	2.28    	3.40    	0.15    	1.67    	0.05    	3.90    	gaze started: p_2_3	
11.31   	0.45    	2.28    	3.40    	0.15    	1.67    	0.05    	3.85    	gaze started: p_1_3	
11.35   	0.45    	2.28    	3.46    	0.15    	1.67    	0.05    	3.84    	-       	
11.39   	0.44    	2.25    	3.40    	0.15    	1.67    	0.05    	3.82    	-       	
11.43   	0.45    	2.25    	3.40    	0.15    	1.67    	0.05    	3.82    	gaze started: p_2_3	
11.47   	0.12    	2.28    	3.40    	0.15    	1.67    	0.04    	3.83    	-       	
11.51   	-0.06   	2.31    	3.40    	0.15    	1.67    	0.04    	3.91    	gaze started: p_1_2	
11.55   	-0.08   	2.32    	3.40    	0.15    	1.67    	0.04    	3.96    	-       	
11.59   	-0.15   	2.31    	3.40    	0.15    	1.67    	0.04    	3.93    	-       	
11.64   	-0.14   	2.30    	3.40    	0.15    	1.67    	0.04    	3.91    	-       	
11.67   	-0.08   	2.29    	3.40    	0.15    	1.67    	0.04    	3.88    	-       	
11.71   	-0.09   	2.27    	3.40    	0.15    	1.67    	0.04    	3.88    	-       	
11.75   	-0.14   	2.28    	3.40    	0.15    	1.67    	0.05    	3.89    	-       	
11.79   	-0.12   	2.28    	3.40    	0.15    	1.67    	0.05    	3.90    	gaze fixated: p_1_2	
11.82   	-0.23   	2.28    	3.40    	0.15    	1.67    	0.05    	3.93    	-       	
11.87   	0.36    	2.17    	3.40    	0.15    	1.67    	0.05    	3.85    	-       	
11.90   	0.35    	2.19    	3.40    	0.15    	1.67    	0.05    	3.86    	gaze started: p_2_3	
11.95   	0.41    	2.18    	3.40    	0.15    	1.67    	0.05    	3.87    	-       	
11.99   	0.42    	2.19    	3.40    	0.15    	1.67    	0.05    	3.87    	-       	
12.04   	0.38    	2.20    	3.40    	0.15    	1.67    	0.05    	3.87    	-       	
12.07   	0.38    	2.19    	3.40    	0.15    	1.67    	0.05    	3.88    	-       	
12.11   	0.43    	2.16    	3.40    	0.15    	1.67    	0.05    	3.89    	-       	
12.15   	0.41    	2.15    	3.40    	0.15    	1.67    	0.05    	3.91    	-       	
12.19   	0.40    	2.14    	3.40    	0.15    	1.67    	0.05    	3.96    	gaze fixated: p_2_3	
12.23   	0.46    	2.15    	3.40    	0.15    	1.67    	0.05    	3.98    	-       	
12.27   	0.41    	2.18    	3.40    	0.15    	1.67    	0.05    	4.02    	-       	
12.31   	0.41    	2.20    	3.40    	0.15    	1.67    	0.06    	4.04    	-       	
12.35   	0.40    	2.20    	3.40    	0.15    	1.67    	0.06    	4.07    	-       	
12.38   	0.39    	2.19    	3.40    	0.15    	1.67    	0.06    	4.09    	-       	
12.44   	0.45    	2.18    	3.40    	0.15    	1.67    	0.06    	4.12    	-       	
12.47   	0.42    	2.17    	3.40    	0.15    	1.67    	0.06    	4.13    	-       	
12.51   	0.46    	2.15    	3.40    	0.15    	1.67    	0.06    	4.15    	-       	
12.55   	0.41    	2.14    	3.40    	0.15    	1.67    	0.06    	4.19    	-       	
12.59   	0.38    	2.17    	3.40    	0.15    	1.67    	0.06    	4.21    	-       	
12.63   	0.32    	2.19    	3.40    	0.15    	1.67    	0.06    	4.24    	-       	
12.67   	0.36    	2.22    	3.40    	0.15    	1.67    	0.06    	4.26    	-       	
12.70   	0.45    	2.23    	3.40    	0.15    	1.67    	0.06    	4.26    	-       	
12.75   	0.54    	2.22    	3.40    	0.15    	1.67    	0.06    	4.28    	-       	
12.79   	0.54    	2.19    	3.40    	0.15    	1.67    	0.06    	4.30    	-       	
12.84   	0.36    	2.21    	3.40    	0.15    	1.67    	0.06    	4.22    	-       	
12.87   	0.36    	2.24    	3.40    	0.15    	1.67    	0.06    	4.21    	-       	
12.91   	0.47    	2.23    	3.40    	0.15    	1.67    	0.06    	4.14    	-       	
12.95   	0.51    	2.19    	3.40    	0.15    	1.67    	0.06    	4.13    	-       	
12.99   	0.34    	1.35    	3.40    	0.15    	1.67    	0.06    	4.04    	-       	
13.03   	0.34    	1.31    	3.40    	0.15    	1.67    	0.06    	3.97    	gaze started: p_3_3	
