seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

1.30    	1.20    	-0.02   	2.39    	0.16    	1.70    	0.04    	3.60    	gaze started: p_3_3	
1.48    	0.62    	0.45    	1.37    	0.15    	1.67    	0.07    	3.86    	-       	
1.53    	-0.00   	0.46    	1.23    	0.14    	1.67    	0.07    	2.13    	-       	
1.59    	-0.23   	0.05    	2.94    	0.14    	1.67    	0.07    	3.67    	-       	
1.68    	-0.15   	0.35    	2.94    	0.14    	1.67    	0.07    	4.05    	-       	
1.74    	-1.40   	0.84    	3.45    	0.14    	1.67    	0.07    	4.31    	-       	
2.26    	-0.44   	0.53    	3.05    	0.13    	1.68    	0.07    	4.20    	-       	
2.34    	-1.92   	0.86    	3.57    	0.10    	1.70    	0.03    	4.18    	-       	
2.35    	-2.03   	1.21    	3.57    	0.10    	1.70    	0.03    	4.26    	-       	
2.37    	-2.15   	1.44    	3.57    	0.10    	1.70    	0.03    	4.29    	-       	
2.38    	-2.22   	1.44    	3.57    	0.10    	1.70    	0.03    	4.29    	-       	
2.40    	-2.20   	1.46    	3.57    	0.10    	1.70    	0.03    	4.31    	-       	
2.41    	-2.21   	1.47    	3.57    	0.10    	1.70    	0.03    	4.26    	-       	
2.42    	-2.21   	1.45    	3.57    	0.10    	1.70    	0.03    	4.35    	-       	
2.44    	-2.20   	1.44    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.44    	-2.16   	1.43    	3.57    	0.10    	1.70    	0.03    	4.28    	-       	
2.45    	-2.19   	1.43    	3.57    	0.10    	1.70    	0.03    	4.29    	-       	
2.46    	-2.17   	1.43    	3.57    	0.10    	1.70    	0.03    	4.32    	-       	
2.47    	-2.15   	1.43    	3.57    	0.10    	1.70    	0.03    	4.32    	-       	
2.48    	-2.18   	1.40    	3.57    	0.10    	1.70    	0.03    	4.31    	-       	
2.50    	-2.18   	1.41    	3.57    	0.10    	1.70    	0.03    	4.30    	-       	
2.51    	-2.16   	1.41    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.52    	-2.18   	1.40    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.53    	-2.18   	1.41    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.54    	-2.18   	1.40    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.55    	-2.18   	1.41    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.56    	-2.18   	1.42    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.57    	-2.17   	1.42    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.58    	-2.18   	1.43    	3.57    	0.10    	1.70    	0.03    	4.32    	-       	
2.60    	-2.09   	1.41    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.61    	-1.78   	1.47    	3.57    	0.10    	1.70    	0.03    	4.33    	-       	
2.62    	-1.28   	1.54    	3.40    	0.10    	1.70    	0.03    	4.40    	-       	
2.63    	-1.15   	1.55    	3.40    	0.10    	1.70    	0.03    	4.40    	gaze started: p_3_1	
2.64    	-0.96   	1.56    	3.40    	0.10    	1.70    	0.03    	4.39    	-       	
2.65    	-0.99   	1.59    	3.40    	0.10    	1.70    	0.03    	4.41    	-       	
2.66    	-1.01   	1.59    	3.40    	0.10    	1.70    	0.03    	4.41    	-       	
2.67    	-1.01   	1.57    	3.40    	0.10    	1.70    	0.03    	4.35    	-       	
2.69    	-1.02   	1.55    	3.40    	0.10    	1.70    	0.03    	4.30    	-       	
2.70    	-1.01   	1.58    	3.40    	0.10    	1.70    	0.03    	4.25    	-       	
2.71    	-1.00   	1.60    	3.40    	0.10    	1.70    	0.03    	4.27    	-       	
2.72    	-0.95   	1.58    	3.40    	0.10    	1.70    	0.03    	4.21    	-       	
2.73    	-1.00   	1.58    	3.40    	0.10    	1.70    	0.03    	4.19    	-       	
2.74    	-0.99   	1.56    	3.40    	0.10    	1.70    	0.03    	4.16    	-       	
2.75    	-0.96   	1.55    	3.40    	0.10    	1.70    	0.03    	4.12    	-       	
2.77    	-0.96   	1.58    	3.40    	0.10    	1.70    	0.03    	4.06    	-       	
2.77    	-0.89   	1.54    	3.40    	0.10    	1.70    	0.03    	4.03    	-       	
2.78    	-0.46   	1.62    	3.40    	0.11    	1.70    	0.03    	3.98    	-       	
2.80    	-0.17   	1.58    	3.40    	0.11    	1.70    	0.03    	4.03    	gaze started: p_3_2	
2.81    	0.02    	1.63    	3.40    	0.11    	1.70    	0.03    	3.95    	-       	
2.82    	0.38    	1.54    	3.40    	0.11    	1.70    	0.03    	4.01    	-       	
2.83    	0.38    	1.54    	3.40    	0.11    	1.70    	0.03    	3.97    	gaze started: p_3_3	
2.84    	0.36    	1.60    	3.40    	0.11    	1.70    	0.03    	3.95    	-       	
2.85    	0.35    	1.62    	3.40    	0.11    	1.70    	0.03    	3.93    	-       	
2.86    	0.36    	1.63    	3.40    	0.11    	1.70    	0.03    	3.90    	-       	
2.87    	0.33    	1.63    	3.40    	0.11    	1.70    	0.03    	3.86    	-       	
2.88    	0.31    	1.66    	3.40    	0.12    	1.70    	0.03    	3.84    	-       	
2.90    	0.33    	1.64    	3.40    	0.12    	1.70    	0.03    	3.79    	-       	
2.91    	0.35    	1.65    	3.40    	0.12    	1.70    	0.03    	3.76    	-       	
2.92    	0.38    	1.61    	3.40    	0.12    	1.70    	0.04    	3.72    	-       	
2.93    	0.35    	1.63    	3.40    	0.12    	1.70    	0.04    	3.73    	-       	
2.94    	0.40    	1.64    	3.40    	0.12    	1.70    	0.04    	3.73    	-       	
2.95    	0.37    	1.62    	3.40    	0.12    	1.70    	0.04    	3.69    	-       	
2.96    	0.37    	1.66    	3.40    	0.12    	1.70    	0.04    	3.66    	-       	
2.97    	0.34    	1.62    	3.40    	0.13    	1.70    	0.04    	3.59    	-       	
2.98    	0.33    	1.60    	3.40    	0.13    	1.70    	0.04    	3.64    	-       	
3.00    	0.39    	1.61    	3.40    	0.13    	1.70    	0.04    	3.61    	-       	
3.01    	0.39    	1.61    	3.40    	0.13    	1.70    	0.04    	3.64    	-       	
3.02    	0.35    	1.62    	3.40    	0.13    	1.70    	0.04    	3.61    	-       	
3.03    	0.34    	1.57    	3.40    	0.13    	1.70    	0.04    	3.52    	-       	
3.09    	0.04    	1.61    	3.40    	0.13    	1.70    	0.04    	3.45    	-       	
3.15    	-0.13   	1.59    	3.40    	0.14    	1.70    	0.04    	3.42    	gaze started: p_3_2	
3.20    	-0.01   	1.59    	3.40    	0.14    	1.70    	0.04    	3.31    	-       	
3.25    	0.12    	1.57    	3.40    	0.15    	1.70    	0.04    	3.31    	-       	
3.30    	0.01    	1.61    	3.40    	0.15    	1.70    	0.04    	3.28    	-       	
3.35    	0.04    	1.61    	3.40    	0.16    	1.70    	0.04    	3.23    	-       	
3.41    	0.01    	1.61    	3.40    	0.16    	1.70    	0.04    	3.21    	gaze fixated: p_3_2	
3.47    	0.04    	1.62    	3.40    	0.16    	1.70    	0.04    	3.19    	-       	
3.52    	0.11    	1.96    	3.40    	0.16    	1.70    	0.04    	3.17    	-       	
3.57    	0.03    	1.97    	3.40    	0.15    	1.70    	0.04    	3.16    	gaze started: p_2_2	
3.62    	0.01    	1.97    	3.40    	0.15    	1.70    	0.04    	3.17    	-       	
3.67    	0.06    	2.17    	3.40    	0.15    	1.70    	0.04    	3.17    	-       	
3.72    	-0.03   	2.17    	3.40    	0.15    	1.70    	0.04    	3.22    	-       	
3.77    	0.05    	2.11    	3.40    	0.15    	1.70    	0.04    	3.19    	-       	
3.82    	0.13    	2.16    	3.40    	0.15    	1.70    	0.04    	3.18    	gaze fixated: p_2_2	
3.89    	0.36    	2.14    	3.40    	0.15    	1.70    	0.04    	3.25    	-       	
3.93    	0.27    	2.15    	3.40    	0.15    	1.70    	0.04    	3.26    	gaze started: p_2_3	
3.98    	0.95    	0.84    	-0.73   	0.15    	1.70    	0.04    	0.00    	-       	
4.03    	0.94    	0.84    	-0.73   	0.15    	1.70    	0.04    	0.00    	-       	
4.08    	0.94    	0.84    	-0.73   	0.15    	1.70    	0.04    	0.00    	-       	
4.13    	0.13    	1.86    	3.40    	0.15    	1.70    	0.04    	3.28    	-       	
4.18    	0.29    	1.83    	3.40    	0.15    	1.70    	0.04    	3.31    	gaze started: p_2_2	
4.23    	0.25    	1.86    	3.40    	0.15    	1.70    	0.04    	3.33    	gaze started: p_2_3	
4.28    	0.28    	1.83    	3.40    	0.15    	1.70    	0.04    	3.39    	-       	
4.33    	0.25    	1.85    	3.40    	0.15    	1.70    	0.04    	3.33    	-       	
4.38    	0.21    	1.71    	3.40    	0.15    	1.70    	0.04    	3.33    	-       	
